,NO,Gender,Bornyear,Race,Player,Sportyear,Bestpride,Income,PrantEdu,PersonalEdu,WantJob,SS01,SS02,SS03,SS04,SS05,SS06,SS07,SS08,SS09,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,CB01,CB02,CB03,CB04,CB05,CB06,CB07,CB08,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,SST1,SST1M
1273,20543,female,80,1.0,0,10.0,2,1,3,2,0,2,3,3,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,3,4,4,4,5,2,2,2,2,2,2,2,2,2,2,11,2.75
1274,20544,female,80,1.0,0,10.0,1,1,3,4,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,14,3.5
1275,20545,male,80,1.0,0,7.0,3,2,2,3,0,3,3,3,3,4,3,4,4,4,3,3,4,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,3.0
1276,20546,male,80,1.0,0,5.0,2,3,3,2,1,1,3,3,2,4,4,5,3,5,5,5,5,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,9,2.25
1277,20547,female,79,1.0,0,6.0,3,1,4,2,1,2,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,3,3,3,3,2,4,3,3,12,3.0
1278,20548,female,80,1.0,1,14.0,1,2,4,3,1,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,4,18,4.5
1279,20549,male,79,2.0,0,8.0,2,3,2,3,1,2,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,3,4,3,4,5,3,4,3,3,4,3,4,4,3,3,4,3,13,3.25
1280,20550,male,78,1.0,0,8.0,2,1,3,3,1,1,3,3,3,4,4,4,4,3,3,3,3,2,3,4,4,3,4,2,4,3,2,3,3,4,4,3,3,4,3,4,4,3,3,2,3,3,3,10,2.5
1281,20551,male,79,2.0,0,6.0,2,1,4,3,1,1,3,3,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,5,5,5,5,2,1,1,5,2,8,2.0
1282,20552,male,79,1.0,0,10.0,2,1,4,2,1,3,3,4,3,5,4,5,3,5,5,3,3,3,3,5,5,3,3,4,4,3,4,4,3,4,4,4,5,4,3,3,3,3,4,3,3,3,3,13,3.25
1283,20553,male,79,2.0,0,10.0,2,2,4,2,1,4,3,3,4,3,3,4,4,4,4,5,4,4,4,4,4,5,5,5,5,3,4,4,4,5,5,3,4,5,4,5,4,4,4,4,3,4,3,14,3.5
1284,20554,male,80,1.0,0,11.0,1,1,3,4,1,4,5,5,5,4,4,4,4,4,4,3,4,3,4,4,4,3,4,3,3,5,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,19,4.75
1285,20555,female,77,1.0,0,8.0,2,1,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,4.0
1286,20556,female,77,1.0,1,8.0,1,2,2,2,1,3,3,4,3,5,5,5,5,5,5,5,4,4,5,5,4,4,4,3,4,5,5,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,13,3.25
1287,20557,female,77,1.0,0,11.0,2,1,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,16,4.0
1288,20558,female,78,1.0,0,8.0,2,1,3,2,0,3,5,4,4,4,5,5,5,5,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,16,4.0
1289,20559,female,78,1.0,0,6.0,2,1,2,2,0,4,5,5,4,5,5,5,5,5,5,4,5,3,4,4,3,4,3,3,4,4,4,4,3,4,4,3,5,3,4,4,4,3,4,4,3,4,3,18,4.5
1290,20560,female,77,3.0,1,14.0,1,1,2,3,0,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,2,13,3.25
1291,20561,female,77,1.0,0,5.0,2,3,3,2,0,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,15,3.75
1292,20562,male,77,2.0,0,10.0,2,1,4,3,1,1,4,3,5,4,4,4,3,4,4,4,4,3,5,5,5,3,4,3,3,1,1,1,1,5,5,5,5,5,4,4,2,4,2,1,1,1,3,13,3.25
1293,20563,male,78,2.0,0,10.0,1,2,3,3,0,2,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,3,2,3,3,5,4,4,4,4,4,4,3,3,3,3,3,13,3.25
1294,20564,male,78,1.0,0,7.0,3,2,3,2,0,2,3,4,2,4,4,3,4,5,3,4,4,3,3,2,3,2,1,1,1,2,1,2,2,3,4,2,5,3,4,1,2,2,1,2,3,2,2,11,2.75
1295,20565,male,77,1.0,0,9.0,3,2,3,2,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,3,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,16,4.0
1296,20566,male,77,1.0,0,12.0,3,1,3,4,1,1,3,3,3,5,5,5,5,3,3,3,3,4,4,4,4,4,4,4,4,3,2,2,2,4,4,3,5,4,4,4,3,3,3,2,2,2,2,10,2.5
1297,20567,male,78,1.0,0,10.0,2,3,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1298,20568,male,78,1.0,0,10.0,3,1,4,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,3.0
1299,20569,female,77,1.0,0,0.0,2,1,1,3,1,3,3,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,3,4,4,3,3,4,4,4,5,3,4,4,4,3,12,3.0
1300,20570,female,77,1.0,0,0.0,2,2,3,4,1,4,5,4,4,5,4,5,4,4,4,4,3,3,4,4,3,2,1,2,4,4,3,3,3,4,4,4,3,4,4,4,3,3,4,3,3,4,3,17,4.25
1301,20571,female,76,1.0,0,8.0,2,2,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1302,20572,female,78,1.0,0,5.0,2,1,4,3,1,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,14,3.5
1303,20573,male,77,2.0,0,8.0,3,1,3,2,0,2,4,4,3,2,2,2,2,3,3,4,3,3,4,3,4,3,4,4,4,2,2,2,2,3,4,3,4,4,4,3,4,4,3,4,3,3,3,13,3.25
1304,20574,female,80,1.0,0,6.0,2,3,4,3,1,4,4,4,5,5,5,5,5,3,3,4,5,4,4,4,5,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,17,4.25
1305,20575,female,76,1.0,0,3.0,2,1,3,2,0,2,2,2,2,4,4,4,4,4,4,4,4,3,3,4,4,2,3,3,3,3,2,3,3,3,4,2,3,3,4,3,3,3,2,3,2,2,2,8,2.0
1306,20576,male,78,1.0,0,6.0,2,2,4,2,0,3,4,4,3,4,4,4,4,5,5,4,4,4,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,14,3.5
1307,20577,male,78,1.0,0,10.0,2,2,3,2,0,4,5,5,4,3,3,3,3,4,4,4,4,2,4,4,4,2,3,1,1,3,3,3,2,3,4,4,4,4,4,4,4,4,3,3,4,4,3,18,4.5
1308,20578,male,77,1.0,0,11.0,2,1,2,2,1,4,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,2,4,2,4,3,3,4,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,18,4.5
1309,20579,female,77,2.0,0,0.0,2,2,3,2,0,2,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,3.25
1310,20580,female,77,1.0,0,8.0,2,3,3,2,0,3,4,4,3,5,5,5,4,5,5,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,14,3.5
1311,20581,male,77,1.0,0,18.0,2,2,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,3,3,4,3,4,4,3,4,3,4,3,4,4,3,4,4,15,3.75
1312,20582,male,77,1.0,0,3.0,2,2,3,2,1,3,3,4,4,3,3,3,3,4,3,4,4,4,4,4,4,2,2,2,2,3,3,3,4,3,4,3,4,4,4,3,4,3,3,3,3,3,3,14,3.5
1313,20583,female,77,1.0,0,10.0,2,1,1,2,0,2,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,3,4,4,4,2,2,2,2,2,4,12,3.0
1314,20584,female,77,1.0,0,2.0,2,2,3,3,1,4,4,5,4,5,5,5,5,5,5,4,5,2,5,5,5,3,4,2,1,4,5,5,4,4,5,4,5,4,4,5,4,5,4,5,5,4,5,17,4.25
1315,20585,female,77,1.0,0,10.0,2,1,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1316,20586,male,78,1.0,1,5.0,1,2,2,2,0,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1317,20587,female,78,1.0,0,0.0,2,1,2,2,1,3,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,3,3,3,3,4,4,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,15,3.75
1318,20588,male,73,1.0,0,12.0,2,2,5,4,1,3,4,5,5,4,5,5,5,5,5,5,5,1,2,3,3,1,3,1,1,3,3,4,5,5,5,5,5,4,4,5,5,5,4,5,4,4,4,17,4.25
1319,20589,male,76,1.0,0,7.0,2,3,3,2,0,1,1,1,4,1,4,4,4,4,1,1,1,1,1,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,7,1.75
1320,20590,female,77,,0,4.0,3,1,1,2,1,2,3,2,2,2,3,4,3,4,4,3,4,4,4,5,5,4,5,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,4,9,2.25
1321,20591,female,77,1.0,0,0.0,2,1,2,2,1,2,2,3,2,4,4,4,4,4,3,4,4,3,3,4,4,2,4,3,2,2,2,2,2,4,3,2,4,4,4,4,2,4,2,4,3,2,4,9,2.25
1322,20592,female,78,,0,4.0,2,2,5,2,1,5,5,5,5,4,4,4,5,5,5,5,5,5,3,4,4,3,4,2,3,3,3,3,3,3,4,3,4,4,4,3,4,4,3,4,3,3,4,20,5.0
1323,20593,male,78,1.0,0,4.0,2,1,2,2,0,1,3,2,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,2,2,2,2,4,4,4,4,4,5,5,4,5,5,5,4,4,4,3,4,10,2.5
1324,20594,male,77,2.0,0,10.0,2,2,3,3,0,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,3,3,2,3,2,3,3,14,3.5
1325,20595,female,78,1.0,0,10.0,2,2,4,2,0,2,4,4,2,3,3,3,3,4,2,5,5,2,1,4,5,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,4,12,3.0
1326,20596,female,78,1.0,0,3.0,3,3,4,2,1,4,4,5,4,3,3,3,3,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,17,4.25
1327,20597,female,77,1.0,0,10.0,3,2,3,2,0,3,4,4,3,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,3,4,4,3,4,14,3.5
1328,20598,male,78,1.0,0,8.0,3,1,3,2,0,3,5,5,5,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,18,4.5
1329,20599,male,77,1.0,1,12.0,2,1,2,3,1,3,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,5,4,5,5,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,15,3.75
1330,20600,male,78,1.0,0,8.0,3,1,3,2,1,4,4,4,5,4,4,5,3,4,4,4,5,3,4,4,5,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,4,4,4,5,17,4.25
1331,20601,male,77,1.0,0,8.0,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,4.0
1332,20602,male,77,1.0,0,5.0,3,1,3,2,0,4,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,18,4.5
1333,20603,male,77,1.0,0,8.0,3,2,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1334,20604,male,78,1.0,0,11.0,2,1,3,3,1,4,5,5,4,5,5,5,5,4,4,5,5,4,4,5,5,2,4,4,4,3,3,3,3,5,5,5,5,4,5,4,4,4,3,3,3,4,3,18,4.5
1335,20605,male,77,2.0,0,0.0,3,2,5,3,1,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1336,20606,male,77,1.0,0,6.0,2,2,2,2,0,4,5,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,3,3,3,5,4,5,4,5,4,4,4,3,2,2,2,2,18,4.5
1337,20607,female,78,1.0,0,4.0,3,1,3,3,1,4,4,5,4,3,3,3,3,4,5,4,4,5,3,5,4,3,3,3,4,4,5,4,4,4,4,3,4,5,4,4,4,4,4,3,4,4,5,17,4.25
1338,20608,male,78,1.0,0,0.0,3,1,3,2,0,3,2,2,3,1,3,3,4,2,3,3,4,2,3,2,3,2,1,3,3,5,3,2,3,2,2,4,2,3,2,4,3,5,3,4,2,2,5,10,2.5
1339,20609,female,78,1.0,0,4.0,3,3,6,3,1,2,4,5,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3,4,3,4,4,15,3.75
1340,20610,female,77,1.0,0,12.0,3,1,4,2,1,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,2,2,2,2,3,3,4,4,3,4,3,4,4,4,4,4,4,3,4,3,3,3,16,4.0
1341,20611,male,77,2.0,0,4.0,2,1,3,2,0,3,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,5,5,5,5,3,4,5,5,4,4,4,5,5,4,4,5,4,3,4,5,5,4,15,3.75
1342,20612,male,78,1.0,0,8.0,3,2,5,2,1,4,4,4,5,5,5,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4,5,3,4,4,3,5,4,4,4,4,5,5,4,4,3,4,17,4.25
1343,20613,male,78,1.0,0,4.0,3,2,3,3,1,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,4.75
1344,20614,male,78,1.0,0,8.0,3,1,3,2,1,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,2,2,4,2,2,3,2,2,12,3.0
1345,20615,male,78,2.0,0,10.0,2,2,4,2,1,3,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,4.5
1346,20616,male,77,3.0,1,1.0,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,5,5,5,4,4,5,4,5,4,4,4,16,4.0
1347,20617,male,78,2.0,0,9.0,2,1,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,3,3,4,4,4,4,3,4,4,4,4,5,4,4,3,4,4,3,3,3,4,4,16,4.0
1348,20618,male,77,1.0,0,4.0,2,2,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,16,4.0
1349,20619,female,78,1.0,1,10.0,1,2,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,4,4,2,2,4,4,5,4,5,5,4,5,4,4,5,4,4,5,4,5,3,5,20,5.0
1350,20620,male,77,1.0,1,1.0,1,1,1,4,0,2,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,2.0
1351,20621,male,77,,0,11.0,2,1,3,4,1,2,5,5,4,4,4,4,4,4,4,4,5,3,4,4,2,3,3,3,3,3,4,3,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,16,4.0
1352,20622,male,77,,0,3.0,2,2,4,2,0,5,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,3,3,3,3,4,3,3,15,3.75
1353,20623,male,78,1.0,0,5.0,3,2,3,3,1,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,10,2.5
1354,20624,female,77,3.0,1,6.0,1,1,4,2,1,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,3,4,4,4,19,4.75
1355,20625,male,77,1.0,0,10.0,2,1,2,2,1,4,5,4,4,5,5,5,4,4,4,5,4,5,5,3,3,5,5,5,5,5,4,4,5,4,4,5,5,4,4,5,4,5,5,5,5,5,4,17,4.25
1356,20626,male,78,1.0,0,9.0,1,2,5,2,0,4,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,3,4,18,4.5
1357,20627,male,78,3.0,1,3.0,1,1,3,2,0,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,4.5
1358,20628,female,78,,0,10.0,2,1,3,2,1,3,4,4,4,5,4,4,4,5,4,3,3,4,3,3,4,4,5,3,3,4,4,3,4,4,5,5,5,5,4,4,4,3,3,3,4,4,5,15,3.75
1359,20629,female,78,,0,8.0,3,1,3,2,1,2,4,4,4,5,5,5,5,4,4,4,4,4,3,4,4,1,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,14,3.5
1360,20630,female,77,3.0,0,0.0,3,1,3,2,1,3,4,3,4,5,5,5,5,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,14,3.5
1361,20631,female,78,3.0,0,6.0,2,1,3,2,1,4,4,4,3,4,4,5,4,4,4,4,3,3,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,3.75
1362,20632,female,77,1.0,0,12.0,2,2,4,2,1,4,5,5,5,4,4,4,5,5,5,4,5,4,5,5,4,4,5,4,5,4,4,3,5,5,4,5,5,4,4,4,5,4,5,4,4,4,4,19,4.75
1363,20633,female,77,1.0,0,10.0,3,2,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,5,5,4,4,3,3,4,5,5,5,4,4,4,4,4,3,3,3,4,4,15,3.75
1364,20634,female,77,1.0,0,13.0,2,1,2,2,1,4,5,5,4,5,5,5,5,5,4,4,5,4,4,4,4,2,4,2,3,3,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,18,4.5
1365,20635,female,78,2.0,1,8.0,1,2,4,2,1,4,4,4,5,4,4,4,4,5,5,4,5,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,5,4,4,3,3,4,4,3,17,4.25
1366,20636,female,78,1.0,0,8.0,2,1,3,3,1,2,3,3,3,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,2,3,2,4,4,5,4,5,4,4,4,4,4,3,3,4,4,4,11,2.75
1367,20637,male,78,1.0,0,8.0,1,1,3,2,1,3,4,5,4,4,4,4,4,3,3,4,4,3,4,5,4,3,4,3,3,3,4,4,5,5,5,5,5,4,4,4,4,4,5,4,4,5,4,16,4.0
1368,20638,male,78,1.0,0,11.0,1,1,3,3,1,4,4,5,5,5,5,5,5,3,4,3,4,4,4,5,5,3,4,4,4,4,5,5,4,4,4,5,3,5,5,5,5,5,4,4,4,3,4,18,4.5
1369,20639,male,78,1.0,0,5.0,2,1,1,2,0,3,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,15,3.75
1370,20640,male,77,1.0,0,10.0,2,2,3,3,1,3,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,15,3.75
1371,20641,male,78,1.0,0,9.0,1,2,3,3,1,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,14,3.5
1372,20642,male,78,1.0,0,14.0,1,2,2,3,1,3,3,4,3,3,3,3,3,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,13,3.25
1373,20643,male,77,1.0,1,1.0,1,2,2,3,1,2,5,5,2,3,3,5,5,3,3,3,3,5,5,5,5,2,4,4,4,3,3,3,3,4,4,4,5,4,4,4,4,4,2,3,4,3,3,14,3.5
1374,20644,male,78,1.0,0,10.0,1,1,4,2,1,4,4,4,3,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,15,3.75
1375,20645,male,76,1.0,0,5.0,3,2,4,2,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,5.0
1376,20646,male,76,2.0,0,5.0,3,2,4,3,1,3,4,4,4,4,3,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3,4,3,2,3,4,3,4,4,4,3,3,2,3,3,3,2,3,15,3.75
1377,20647,male,77,1.0,0,6.0,1,1,1,2,1,4,5,5,5,5,5,5,5,4,5,3,3,3,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,19,4.75
1378,20648,male,78,1.0,0,8.0,3,1,3,2,1,2,5,5,2,4,3,3,4,4,4,4,4,5,5,5,4,4,5,3,4,4,4,4,4,4,5,4,5,5,5,5,5,5,3,5,5,3,4,14,3.5
1379,20649,female,77,1.0,0,14.0,3,3,5,3,1,2,2,4,4,4,4,2,4,5,5,5,5,4,4,4,2,4,4,2,4,3,4,4,4,4,4,5,3,4,4,4,4,4,3,3,4,3,4,12,3.0
1380,20650,male,78,1.0,1,5.0,1,1,3,2,0,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,5,5,5,5,5,4,5,15,3.75
1381,20651,male,77,1.0,0,11.0,2,2,2,3,1,2,5,5,4,5,4,4,3,5,5,5,5,3,5,5,5,4,5,5,5,4,4,4,5,3,4,3,5,4,4,4,4,3,3,5,5,4,4,16,4.0
1382,20652,male,77,1.0,1,10.0,1,1,99,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,4,5,5,5,4,4,4,5,5,4,4,4,4,4,4,3,5,4,4,15,3.75
1383,20653,female,78,,0,10.0,3,1,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,16,4.0
1384,20654,male,77,1.0,0,11.0,2,1,4,4,1,3,3,3,3,4,4,4,3,4,5,4,5,4,3,4,4,3,4,4,3,4,4,3,5,4,4,4,5,4,4,4,3,4,5,4,5,4,5,12,3.0
1385,20655,male,78,3.0,0,6.0,2,1,2,2,1,1,4,3,3,5,4,5,5,5,3,3,4,2,4,4,1,4,5,3,4,5,5,5,4,3,5,4,5,5,4,4,4,4,3,5,4,3,4,11,2.75
1386,20656,female,77,3.0,1,10.0,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1387,20657,male,79,1.0,0,8.0,2,2,5,3,1,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,16,4.0
1388,20658,male,79,1.0,0,9.0,2,2,5,3,1,4,4,4,5,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,3,4,4,4,4,3,3,4,4,4,17,4.25
1389,20659,male,80,1.0,0,7.0,2,1,3,3,1,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,3,11,2.75
1390,20660,male,80,1.0,1,5.0,3,2,3,2,1,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,13,3.25
1391,20661,male,80,1.0,0,5.0,2,2,3,2,1,2,3,3,2,4,3,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,3,2,3,3,4,3,3,4,4,3,3,3,3,3,3,2,3,10,2.5
1392,20662,male,80,3.0,0,5.0,2,1,2,2,1,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,5.0
1393,20663,male,80,1.0,1,11.0,1,2,4,4,1,4,5,5,5,4,5,4,4,4,4,5,5,1,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,3,19,4.75
1394,20664,male,79,2.0,0,5.0,3,2,3,2,1,4,4,3,4,4,4,4,4,4,3,4,3,2,3,3,4,2,4,3,3,4,4,4,2,4,4,3,4,4,4,4,3,4,4,4,4,2,3,15,3.75
1395,20665,male,79,1.0,0,5.0,1,2,4,3,0,4,4,5,5,4,4,4,4,5,4,4,5,4,5,5,5,3,4,3,3,5,5,5,4,4,5,5,5,4,4,4,5,5,5,3,4,4,4,18,4.5
